法人代码,法人单位,法人,职务,乡（镇）,村（街）,街道办事处,居委会,地名代码,省地县码,乡村码,区号,电话,电话分机,传真,传真分机,邮政编码,主要产品1,主要产品2,主要产品3,行业类别,会计制度类,注册类型,控股情况,隶属关系,开业时间年,开业时间月,营业状态,建房资级,产活单位数,农林牧渔业,工业,建筑业,交通运输业,批发零售贸,餐饮业,其它,企业规模,轻重工业,从业人数,工业产值固,工业产值现,新产品产值,工业销售现,出口交货值,全部职工,工业增加值,流动资产计,应收帐净额,存货,产成品,流动均余额,长期投资,固定资产合,固资原价合,生产经营用,累计折旧,本年折旧,固资净年余,无形递延合,无形资产,资产总计,流动资产负,长期负债合,负债合计,所有者权益,实收资本,国家资本金,集体资本金,法人资本金,个人资本金,港澳台资本,外商资本金,销售收入,销售成本,销售费用,销售税附加,销售利润,其它业务利,管理费用,税金,财产保险费,劳待保险费,财务费用,利息支出,营业利润,补贴收入,利润总额,亏损总额加,利税总额加,就交所得税,应付利润,年应付工资,主营业务应,年应付福利,主营业务福,应交增值税,本年进项税,本年销项税,中间投入合,税金（加）,YEAR
101102786 ,北京市红都时装公司,王进辉,经理,,东交民巷28号,东华门,东交民巷,101,110103,1,10,65125057,,65125057,,100006,服装,,,1810,1,110,1,20,1956,5,1,,9,0,1,0,0,8,0,0,13,11,858,13123,27649,0,48611,0,455,18422,62911,329,10631,3968,62941,13094,10068,21897,20463,13786,1177,8581,833,0,86906,47999,8300,56299,30607,20637,20637,0,0,0,0,0,26319,19044,4257,225,2793,273,2290,104,36,1025,1206,1280,-430,0,21,0,2501,2,0,8050,8050,1119,1119,2255,2219,4474,11482,2480,2000
101102807 ,北京市博厦工贸公司,张志坚,经理,通镇,新华大街71号,铜线北城,西海子,112,110654,4,10,69546739,,,,101149,门锁,,,3485,1,110,1,20,1956,1,1,,3,0,1,0,0,1,0,1,21,12,501,5492,7203,0,7023,0,310,4129,40334,9927,6339,2931,39578,1140,22926,25996,23836,11513,497,25014,2008,0,66408,33512,25571,59083,7325,5765,0,0,5765,0,0,0,8997,8590,288,86,33,1995,2172,223,45,354,-8,-9,-136,0,29,0,743,8,0,2911,2911,384,384,628,1074,1531,3702,714,2000
10110284X,北京旅行车股份有限公司,刘平汉,总经理,,大红门,西路26号,大红门,106,110415,3,10,67221133,2,67212045,,100075,生产北京牌旅行车,,,3722,1,110,1,20,1985,12,1,,1,0,1,0,0,0,0,0,21,23,2460,39808,33250,1165,39370,0,1288,-22454,68741,20108,27781,8281,110257,1628,132620,292474,263227,160445,52539,188167,101992,101988,304981,142224,17524,159748,145233,160080,2099,0,64972,52989,0,40020,44090,51872,1184,1635,-10601,-654,26032,577,378,3743,11044,13278,-48331,0,17106,0,21026,0,0,10453,10453,2913,2913,2285,6051,8375,57989,3920,2000
10110292X,北京机械厂,侯申,厂长,梨园镇,半壁店,梨园镇,半壁店,112,110664,4,10,81562437,,,,101149,社会公共安全设备,及器材制造业,,3678,1,110,1,10,1959,7,1,,5,0,1,0,0,4,0,0,13,23,733,31840,43840,630,36510,0,796,11811,70330,24600,20730,10840,66120,16070,64780,73790,63910,18190,1440,69980,0,0,151180,57190,12180,69370,81810,39720,0,0,39720,0,0,0,36740,26750,730,0,9260,2620,9550,140,100,4840,1940,1940,390,3100,3120,0,3121,0,0,10670,9700,1620,1270,1,1180,1050,32030,1,2000
101102954 ,北京市京工服装工业集团公司,王木恩,总经理,,松榆树29号,南麽房,南麽房,105,112101,3,10,67356943,,67356942,,100021,服装制造,,,1810,1,143,9,20,1992,2,1,,9,0,6,0,0,3,0,0,12,11,2056,29592,34423,0,35851,19963,1085,5913,61866,11609,6218,2349,70980,17701,117707,148929,145864,31282,-2223,122343,0,0,197274,97165,6982,104147,93127,71245,12745,58500,0,0,0,0,38134,42106,404,84,-4460,24165,18322,929,397,6353,1924,1924,-541,0,2003,0,3023,660,1075,2148,2148,944,944,936,5581,6517,29446,1020,2000
101103041 ,北京无线电厂,李辉,厂长,北洼,北洼路4号,紫竹院,北无,108,110626,3,10,68419348,,98419348,,100089,VCD超级VCD,音响收录机,建筑电子集成,4172,1,110,1,20,1956,3,1,,1,0,1,0,0,0,0,0,13,12,1127,41,41,0,41,0,315,-17493,143997,2411,8592,6654,95130,123711,53361,65477,64038,12153,1897,54707,814,0,321883,267375,13288,280663,41220,23369,0,0,23369,0,0,0,10873,10083,1262,48,-520,27837,16332,552,122,4970,11177,11089,-192,0,3497,0,3545,1,208,6751,6751,931,931,-139,1749,1610,17534,48,2000
101103105 ,北京市多元电气(集团)公司,郭文华,总经理,黄村,大兴工业开发区,黄村,前高米店村委会,224,110052,4,10,65248948,,,,102600,电子水处理仪,,,4190,1,120,9,50,1993,6,1,,1,0,1,0,0,0,0,0,30,23,62,14703,14703,0,11401,0,91,4354,45794,29515,12436,1655,45425,0,21073,25795,25795,4722,745,21446,1753,1753,68620,65955,4000,69955,-1335,26638,0,0,26638,0,0,0,12939,6890,2515,3,3531,0,2697,12,0,0,575,575,259,0,289,0,818,0,0,2205,2205,0,0,526,1038,1564,10875,529,2000
101103121 ,北京水泥机械总厂,李守光,厂长,南口,南大街21号,昌平县南口,北京水泥机械总厂家属,221,110211,4,10,69771374,,69771572,,102202,水泥机械设备设计制造,高铬铸球,,3629,1,110,1,20,1970,1,1,,8,0,5,1,1,0,0,1,13,23,568,24243,23055,0,20548,0,594,6868,77386,15396,22117,4513,89390,999,67806,44224,34325,20799,489,45604,27149,120,173340,95547,72544,168092,5248,7035,0,0,7035,0,0,0,25397,24010,1973,-420,-166,-112,6170,137,1,1128,2370,2370,-8818,8672,-588,-588,-278,0,0,5711,5711,501,501,730,3596,4319,16917,310,2000
10110313X,北京市福瑞生物工程公司,刘石立,书记,四季青,田村路80号,八里庄,田村,108,110558,5,10,68165278,,,,100039,放免试剂药盒,酶联诊断试剂药盒,,2750,1,110,1,20,1989,5,1,,1,0,1,0,0,0,0,0,30,11,22,5834,5605,0,5605,0,31,4880,3567,1777,305,0,3567,0,915,1075,0,658,119,417,18,0,4500,2830,338,3168,1332,680,680,0,0,0,0,0,5565,3585,656,33,1291,2,1291,5,0,65,-6,-6,8,366,374,0,741,0,0,217,217,30,30,334,0,334,1059,367,2000
101103260 ,北京印刷集团有限责任公司京华印刷厂,冯燕潮,厂长,黄城根,北街10号,厂桥,西四东,102,110201,1,10,66176110,,66176110,,100034,商业票据,快件印刷,胶印印刷,2312,1,110,1,20,1956,1,1,,4,0,2,0,0,1,0,1,13,11,488,31799,46614,0,46361,0,371,22839,32084,6984,10961,5365,33457,15931,42176,69997,66478,28155,4911,38169,40,0,90231,31400,11369,42769,47462,26171,26171,0,0,0,0,0,46361,32532,579,389,12861,1070,9506,169,30,2018,1652,1744,2773,0,3002,0,7325,1005,0,6623,6623,777,777,3934,4006,7925,27709,4323,2000
101103279 ,北京科地亚印刷厂,钱金凯,厂长,大屯,大屯,大屯,917,105,112515,5,10,64889285,,,,100101,书刊印刷,,,2311,1,110,1,10,1995,10,1,,1,0,1,0,0,0,0,0,30,11,15,521,521,0,521,0,17,169,530,224,97,0,546,0,43,290,290,247,37,47,0,0,573,264,0,264,309,300,300,0,0,0,0,0,521,443,25,6,47,10,55,0,0,0,0,0,2,0,2,0,66,0,2,202,184,28,25,58,30,88,410,64,2000
101103324 ,北京市第二水泥管厂,姜凤义,厂长,,建钢南里,八角,公园北居委会,107,110340,5,10,68872631,30,68876608,,100043,水泥预应力管,水泥排水管,,3121,1,110,1,20,1971,10,1,,1,0,1,0,0,0,0,0,22,23,631,34578,57364,0,50469,0,543,12699,112622,49678,31462,25687,94083,3331,34431,52141,43116,19814,1367,21092,0,0,150384,122866,-1135,121731,28653,29047,0,0,29047,0,0,0,50469,35709,1755,215,12790,63,11201,451,13,2855,709,753,943,0,901,0,4074,361,0,10343,10343,1433,1433,2958,5995,8953,47623,3173,2000
101103359 ,北京市毛针织工业联合公司,刘宗元,总经理,,北河沿大街嵩祝院北巷,景山,,101,110225,1,10,64071392,,64011074,,100009,制造加工针纺织品,羊毛及羊绒服装,,1782,1,110,1,20,1991,7,1,,4,0,3,0,0,1,0,0,12,11,861,17611,19881,0,21014,18080,493,8420,97257,706,18057,13135,56353,21081,88924,115882,115720,27620,5332,103984,1087,964,208349,150613,4231,154844,53505,45000,0,0,45000,0,0,0,29856,24099,2273,312,3172,4354,11714,606,235,1078,516,516,-4704,0,1189,0,1501,392,0,8368,8368,1187,1187,-1035,4990,4211,11461,312,2000
101103754 ,北京石油化学总厂,张志刚,厂长,南皋,南皋,南皋,南皋,105,111405,5,10,64365042,,,,100015,润滑油,润滑脂,,2530,1,110,1,20,1966,6,1,,1,0,1,0,0,0,0,0,30,22,461,3331,8248,0,8701,0,332,5093,26772,3132,18227,13945,26501,450,3207,8179,8179,4972,634,3398,0,0,30429,12656,0,12656,17773,8104,4889,0,3215,0,0,0,8701,7552,0,16,1133,963,1905,488,0,38,280,280,-89,0,-122,-122,166,0,0,2089,2089,188,188,272,1238,1493,3427,288,2000
101103930 ,北京市惠东塑料制品厂,李玉江,厂长,,内务部街13号,朝阳门,内务部街,101,110719,1,10,65279902,,65250701,,100010,电线卡钉,,,3070,1,110,1,50,1980,8,1,,1,0,1,0,0,0,0,0,30,12,112,11587,14615,245,13008,0,109,8872,22562,3023,8918,1836,21724,0,1764,3116,3116,1627,223,2861,0,0,24326,13521,0,13521,10805,5297,5297,0,0,0,0,0,13008,6500,1705,100,4703,189,2915,23,22,123,179,165,1798,0,1801,0,2865,0,3982,1536,1536,215,215,964,1247,2211,6707,1064,2000
101103981 ,北京市朝阳水处理剂厂,郭文礼,厂长,黑庄户,郎各庄,黑庄户,郎各庄,105,111913,5,10,65895652,,67383390,,100023,聚丙烯酰胺,,,2672,1,120,9,63,1990,8,1,,1,0,1,0,0,0,0,0,30,22,237,64046,81680,0,74972,0,215,21794,4778,0,863,0,7598,0,28637,29780,29780,1143,0,20140,0,0,33415,9356,2000,11356,22059,22800,0,0,22800,0,0,0,74972,65322,2403,46,7201,0,2708,0,0,0,455,0,4038,0,4038,0,9542,0,0,2638,2638,0,0,5458,0,10893,65344,5504,2000
10110401X,北京北分瑞利分析仪器(集团)有限责任公司,熊松安,董事长,,苏家坨,苏家坨,北分厂,108,110801,5,10,62457772,4,62456592,,100095,成份分析仪器,,,4215,1,110,1,20,1965,10,1,,1,0,1,0,0,0,0,0,13,23,413,87077,91552,30470,91429,2132,1322,29490,237649,28200,105574,22649,237482,19289,76173,137839,127003,70389,4333,67443,12,0,333123,263503,27476,290979,42144,30922,0,0,30922,0,0,0,100817,77531,8444,805,14037,2842,11562,344,79,4359,5413,5411,-96,0,567,0,8429,535,0,17086,17086,3807,3807,7057,9870,16907,69119,7862,2000
101104087 ,北京长虹化工厂,朱友明,厂长,,永外桃杨路7号,永定门外街道,桃杨路,103,110700,2,10,67223870,,,,100075,硅溶胶,,,2672,1,110,1,50,1971,1,1,,1,0,1,0,0,0,0,0,30,22,22,213,266,0,266,0,10,95,1791,419,242,225,1791,0,63,201,201,138,1,63,0,0,1854,551,0,551,1303,274,274,0,0,0,0,0,266,237,0,3,26,0,2,0,0,0,-1,-1,25,0,25,0,57,0,0,25,25,3,3,29,16,45,200,32,2000
101104343 ,北京市首饰厂,丁秀艳,厂长,小红门,红寺村40号,小红门,肖村村委会,105,110152,3,10,67645137,,67214328,,100078,首饰制造业,,,4318,1,120,9,50,1971,4,1,,1,0,1,0,0,0,0,0,30,12,567,8171,5876,0,6069,0,84,1792,18783,1891,16128,9765,18917,2038,4209,6402,4664,2193,19,13279,17250,17250,42280,36511,0,36511,5769,9357,0,9357,0,0,0,0,7520,6916,0,4,600,908,3263,56,7,1332,1044,29,-2799,0,-2830,-2830,-2797,0,0,868,868,121,121,29,1413,1278,4113,33,2000
10110436X,北京丽源公司,吕实景,总经理,坛东路,66号,体育馆路,西四块玉,103,110507,1,10,67145298,,67115534,,100061,化妆品,,,2685,1,143,1,20,1961,7,1,,1,0,1,0,0,0,0,0,13,12,1368,33383,43548,0,47340,0,1110,18703,195014,13033,95424,70287,253532,84073,75367,110435,72967,43066,2812,70077,14377,938,368831,250587,28587,279174,89657,58131,0,23835,34296,0,0,0,42418,27496,6060,2804,6058,8938,16540,451,198,4329,4745,5499,-6289,0,2040,0,8399,0,300,9214,9214,1076,1076,3555,3798,7350,28400,6359,2000
10110452X,北京七０一厂,马述荣,厂长,桥西里,双桥西里七号,管庄,双散,105,112040,5,10,65895566,30,65895531,,100024,广播电视配套产品,电子镇流器,半导体分立器件,4153,1,143,1,20,1972,7,1,,2,0,1,0,0,1,0,0,22,23,677,35768,31627,959,31000,0,630,30242,64967,1747,35770,28159,75245,83,11721,21294,19328,9956,735,31349,0,0,76771,47651,2200,49851,26920,22024,8936,13088,0,0,0,0,40394,33018,3158,110,4108,978,3504,132,47,1867,1146,1135,436,0,307,0,1420,96,0,5911,4624,809,647,1003,5868,6871,2388,1113,2000
101104597 ,北京市汽车水泵厂,时文志,厂长,,赵登禹路193号,福绥境街道,育德居委会,102,110407,1,10,66182030,,66182032,,100035,汽车水泵,,,3727,1,120,9,20,1958,4,1,,1,0,1,0,0,0,0,0,30,23,500,6235,4150,0,5294,0,273,-3445,29483,1920,14484,11760,27245,409,6119,14712,12700,9230,709,4967,1488,1488,37499,23638,8000,31638,5861,6179,0,6179,0,0,0,0,5150,5138,73,29,-90,25,859,16,0,733,1696,1696,-2620,0,-2755,-2755,-2439,0,0,2354,2354,496,496,287,664,951,7882,316,2000
101104669 ,北京卫生材料厂,李芸,厂长,,里仁东街1号,陶然亭,龙爪槐,104,110417,1,10,63536675,,63530038,,100054,医用橡皮膏,含药膏,医用材料及医疗用品,3654,1,110,1,50,1956,4,1,,1,0,1,0,0,0,0,0,22,12,245,9602,11495,89,11611,0,271,4456,33592,2213,5577,4012,35551,600,13452,15896,13480,6038,558,11025,3975,0,51619,41821,184,42005,9614,6956,0,574,6382,0,0,0,11077,7311,1221,86,2459,756,3825,115,39,958,495,495,-1105,0,-1075,-1075,-129,0,0,2475,320,347,45,860,1023,1883,7899,946,2000
101104829 ,北京五洲染织集团公司,樊廷乙,经理,,道家村１号,六里屯,甜水园,105,111405,3,10,65065804,,65065808,,100025,棉布,,,1722,1,110,1,20,1975,10,1,,7,0,6,0,0,1,0,0,22,11,2047,38441,37625,0,48481,15133,622,4946,91914,13822,26107,14178,108538,9584,107658,119308,110783,24370,2619,95227,4185,729,213341,85635,19119,104754,108587,61424,0,20287,41137,0,0,0,42739,39286,453,53,2947,1498,13464,590,59,6299,1071,-609,-10090,65,5007,0,5985,0,0,8162,5816,1130,835,925,5845,5607,33604,978,2000
101104917 ,北京市京施建筑机械修理厂,李伟,厂长,大望路,西大望路3号,建外,光辉里,105,110108,3,10,65001161,,,,100026,建筑机械修理,,,3580,1,110,1,20,1985,3,1,,1,0,1,0,0,0,0,0,30,23,36,832,710,0,710,0,34,355,1285,0,980,686,1280,0,1,84,84,83,1,1,0,0,1286,1078,0,1078,208,150,0,0,150,0,0,0,679,525,0,18,136,0,135,0,0,69,-4,-4,5,0,5,0,50,1,0,311,311,30,30,27,42,69,382,45,2000
10110516X,北京市医用低温设备总厂,张征,厂长,,外交部街2号,建国门街道,外交部街,101,110837,1,10,65124610,,,,100005,超低温箱,,,3652,1,110,1,50,1995,12,1,,1,0,1,0,0,0,0,0,30,12,16,0,0,0,0,0,7,0,637,19,98,93,575,512,97,352,352,255,16,103,116,0,1362,0,707,707,655,595,595,0,0,0,0,0,9,9,0,0,0,382,397,13,0,60,-15,-15,0,0,0,0,0,0,0,138,138,19,19,0,0,0,0,0,2000
10110524X,北京市畜牧机械厂,薛刚魁,厂长,德茂庄,红星养鸡场南院,红星,德茂,224,110202,5,10,67996572,,67994037,,100076,烘干机,节能风机,,3644,1,110,1,20,1978,7,1,,1,0,1,0,0,0,0,0,30,23,164,5697,5751,0,5744,0,94,2288,7788,60,5007,2099,7509,0,2388,5605,3010,3415,150,2216,35,35,10211,5575,437,6012,4199,2278,0,0,2278,0,0,0,5957,4526,261,8,1162,0,1015,0,0,12,189,189,-42,0,13,0,216,2,0,1004,1004,143,143,195,584,779,3658,203,2000
101105266 ,北京医用离心机厂,周兰,厂长,,广安门外莲花池南里12号,太平桥,医用离心机厂家委会,106,110227,2,10,63464531,,63464493,,100055,电动离心机,,,3652,1,110,1,50,1964,8,1,,1,0,1,0,0,0,0,0,30,12,272,6875,11116,0,12567,577,240,7126,12647,1310,8644,4251,13273,819,10201,16089,3847,6374,359,8859,0,0,23667,5801,3143,8944,14723,6303,6303,0,0,0,0,0,12814,7963,897,125,3829,382,3899,155,76,1278,190,190,122,0,30,0,1403,37,0,3157,3157,463,463,1248,932,2180,5238,1373,2000
101105274 ,北京市装饰纸厂,吕燕群,厂长,,永定门外沙子口路55号,永外,宝华里,103,110745,2,10,67222483,,67222487,,100075,装饰纸印刷,,,2312,1,110,1,20,1956,6,1,,1,0,1,0,0,0,0,0,30,11,83,19772,17279,0,17109,0,86,2123,7278,3654,2537,183,8099,0,4056,8752,8733,5118,76,3931,0,0,11334,4437,0,4437,6897,3601,0,0,3601,0,0,0,17110,15122,7,38,1943,-31,1835,42,55,542,-6,-6,83,0,101,0,659,61,0,683,683,96,96,520,2630,3010,15676,558,2000
101105418 ,北京市奥神活性游离钙厂,段卫红,厂长,潘家园,劲松七区,潘家园,潘家园第四,105,111837,2,10,67783050,,,,100021,金钙系列,,,2730,1,110,1,20,1992,4,1,,1,0,1,0,0,0,0,0,30,11,44,473,473,0,371,0,25,-1319,4761,562,1921,275,4364,0,3378,3538,563,160,38,3502,338,338,8477,7198,176,7374,1103,825,825,0,0,0,0,0,382,173,423,4,-218,0,653,27,0,79,-30,-30,-841,43,-800,-800,-757,0,0,428,428,6,6,39,27,66,1831,43,2000
101105514 ,北京市汽车制动泵厂,刘长右,厂长,,南苑乡宋家庄路41号,南苑乡,东铁营,106,110310,3,10,67625196,,67686537,,100075,汽车配件制造,,,3727,1,110,1,20,1958,3,1,,1,0,1,0,0,0,0,0,30,23,939,31753,29189,15171,30413,0,460,8740,43272,20294,14494,6969,37377,818,36282,63149,54745,29437,2695,35129,0,0,80372,45898,42523,88421,-8049,13718,0,7343,6375,0,0,0,30579,21147,1352,174,7906,107,8563,244,56,2044,3469,3469,-4019,0,-4000,-4000,-1880,0,0,4825,4825,648,648,1946,5434,7380,22395,2120,2000
101105549 ,北京市东郊冷食品厂,崔长江,厂长,南皋,北皋,南皋,北皋,105,111401,5,10,64365347,,,,100015,酸牛奶,超高温灭菌乳,,1420,1,110,1,20,1986,4,2,,1,0,1,0,0,0,0,0,30,11,54,903,1154,0,1172,0,85,461,10619,652,343,207,10498,0,4879,7066,3558,2763,270,7060,195,0,15693,5604,0,5604,10089,2691,0,0,2691,0,0,0,1138,1316,6,4,-188,62,10,0,7,0,-38,-38,-98,0,-105,-105,15,0,0,646,406,90,60,116,66,182,809,120,2000
101105573 ,北京市东郊饲料厂,刘玉生,厂长,崔各庄,善各庄,崔各庄,善各庄,105,111201,5,10,64365082,,,,100015,配合饲料,,,1314,1,110,1,20,1990,7,1,,1,0,1,0,0,0,0,0,30,11,78,4824,5450,0,20300,0,45,235,4780,3220,816,121,4860,0,2193,4182,4182,1989,223,2267,0,0,6973,2917,0,2917,4056,2120,0,0,2120,0,0,0,5766,4905,19,0,842,100,752,0,10,114,5,0,185,0,150,0,151,0,0,400,400,560,560,1,0,0,5216,1,2000
101105581 ,北京市朝阳新源印刷厂,冶玉华,厂长,黄港,上辛堡村南,黄港,上辛堡村南,105,111101,5,10,64387237,,,,100015,书报刊印刷业,,,2311,1,110,1,20,1985,7,1,,1,0,1,0,0,0,0,0,30,11,34,910,933,0,1018,0,26,617,1171,43,766,766,1627,0,782,1075,1075,371,64,752,16,0,1969,2180,0,2180,-211,156,156,0,0,0,0,0,1018,859,0,2,157,15,154,0,0,0,7,7,11,0,12,0,58,5,0,224,224,59,59,44,126,173,360,46,2000
10110583X,北京市平板玻璃集团公司,范建强,总经理,南口,东大街52号,南口镇,十一条,114,110201,4,10,69771366,30,69771333,,102202,平板玻璃,,,3141,1,120,9,50,1953,5,1,,2,0,1,0,1,0,0,0,13,23,3437,71460,97301,0,89352,0,2767,28370,335706,103355,152552,27836,307372,8885,271578,443975,379533,186790,10208,261565,223530,0,839699,507013,115756,622769,216930,69805,0,69282,380,143,0,0,63909,53823,1161,174,8751,492,11555,173,0,1074,2855,2852,-5167,0,-6289,-6289,-3670,0,0,16952,12297,1726,1270,2445,8749,11194,71376,2619,2000
101105856 ,北京市清真食品公司,于振华,经理,,南顶村6号,大红门,,106,110436,3,10,67211113,28,,,100075,牛羊肉加工,,,1341,1,110,1,20,1997,9,1,,1,0,1,0,0,0,0,0,30,11,99,18423,42937,0,33811,0,338,7139,22906,5135,16264,3864,28667,0,26983,56473,55083,29565,1632,28749,280,0,50169,35842,0,35842,14327,11062,11062,0,0,0,0,0,37661,32684,938,224,3815,24,2341,301,48,676,957,957,541,0,-153,-153,1051,0,0,2775,2775,399,399,980,3315,4286,36778,1204,2000
101105952 ,北京光学仪器厂,金洪山,厂长,,新华大街157号,北苑,北光,112,110301,4,10,69544601,4,,,101149,光学经纬仪,水准仪,电子经纬仪,4213,1,110,1,20,1962,9,1,,1,0,1,0,0,0,0,0,13,23,362,170,248,243,177,0,312,62,10694,183,1765,483,9562,35322,39200,49744,13760,14987,1047,35089,0,0,85216,7591,7883,15474,69742,28618,0,0,28618,0,0,0,177,142,4,0,31,3596,7039,374,69,2042,-3,-3,-3409,0,160,0,160,0,0,2481,2481,345,345,-205,285,80,186,0,2000
101106154 ,北京市挑补绣花厂,杜凤祥,厂长,,关东店南街二号,呼家楼,开关厂,105,110347,2,10,65025282,,65024419,,100020,抽纱刺绣工艺品制造业,,,4316,1,110,1,61,1956,1,1,,1,0,1,0,0,0,0,0,30,11,538,638,638,0,1629,150,436,23,4129,336,876,677,3859,100,3333,5174,5174,1841,180,3357,3315,440,10877,2339,516,2855,8022,5154,5154,0,0,0,0,0,1443,1666,22,4,-249,3760,3282,54,12,66,118,118,111,0,4,0,214,1,0,2240,2240,340,340,206,468,262,821,210,2000
10110620X,北京兴普精细化工技术开发公司,应祥云,经理,城区,白浮泉路1号,城区镇,白浮泉路,114,110114,5,10,62311765,,,,100083,高级润滑油系列,,,2530,1,110,1,50,1988,10,1,,1,0,1,0,0,0,0,0,30,22,62,41383,41383,37655,36380,0,62,13851,20622,3385,6805,1952,21967,0,15442,21766,21766,6630,1599,16288,0,0,36064,1973,0,1973,34091,20085,20085,0,0,0,0,0,36380,20110,1370,314,14586,0,8954,0,0,0,-76,-76,5708,0,5708,0,9162,926,300,2313,2313,121,121,3140,3045,6185,30672,3454,2000
101106349 ,北京市汽车传动轴厂,陈哓安,厂长,六铺炕,南口,和平里,六铺坑,101,111067,2,10,64905699,80,64905655,,100012,汽车传动轴,,,3727,1,143,1,20,1958,5,1,,1,0,1,0,0,0,0,0,30,23,312,23049,19412,15326,20000,0,249,3474,24723,10228,12634,5158,25546,800,54145,65250,65250,11105,1848,54805,0,0,79668,23533,57016,80549,-881,9905,0,4420,5485,0,0,0,20000,17760,139,119,1982,1591,3463,77,87,770,2515,2515,-2405,0,-2759,-2759,-1455,0,0,2902,2902,392,392,1185,2271,3396,17123,1304,2000
101106357 ,北京远东仪表公司,王智杰,总经理,,和平里北街6号,和平里,交通部,101,111006,2,10,64212531,22,64211304,,100013,自动化仪表,,,4211,1,110,1,20,1955,11,1,,1,0,1,0,0,0,0,0,13,23,118,0,0,0,0,0,100,1,2240,0,0,0,4982,101600,25770,14373,0,1900,59,12438,0,0,129610,10846,2434,13280,116330,36172,0,0,36172,0,0,0,0,0,0,0,0,1791,4129,172,10,1377,-10,0,-2328,0,58,0,59,0,0,1081,1081,151,151,1,0,0,0,1,2000
101107050 ,北京市汽车油箱厂,雷廷达,厂长,崔各庄,马泉营,崔各庄,马泉营,105,111201,5,10,64361964,,,,100015,汽车油箱,,,3727,1,110,1,20,1979,5,1,,1,0,1,0,0,0,0,0,30,23,363,4011,7292,0,4832,0,187,6357,27007,7921,18355,11655,25543,145,15182,10442,9289,7026,640,3736,0,0,42334,15929,0,15929,26405,7014,6531,0,483,0,0,0,4832,3658,19,6,1149,285,1497,47,0,336,614,610,-677,0,-717,-717,-552,0,0,1862,1862,261,261,159,662,821,1094,165,2000
101107229 ,北京仪表机床厂,刘世华,厂长,,苇子坑2号,东铁匠营,仪表机床厂,106,110769,3,10,67616014,,67613286,,100078,铣床,,,3521,1,110,1,20,1956,4,1,,1,0,1,0,0,0,0,0,13,23,1037,28535,31296,3782,33569,12535,614,4164,66595,26415,23820,3163,91640,15,92433,120465,113476,32990,2637,55220,95,95,159138,99061,20231,119292,39846,23167,0,0,23167,0,0,0,33127,27375,1539,106,4107,7095,6925,204,0,2915,3356,3341,921,0,504,0,2650,338,0,8576,8520,1029,1021,2040,2960,5000,29172,2146,2000
101107659 ,北京市华艺金漆镶嵌厂,李桂阁,厂长,东风,六里屯东口,东风,,105,110554,3,10,65074164,,,,100026,家具,,,2110,1,110,1,20,1973,7,1,,1,0,1,0,0,0,0,0,30,11,45,92,120,0,49,0,41,-179,1537,0,1476,113,1508,0,308,541,0,231,34,327,0,0,1845,2741,100,2841,-996,428,428,0,0,0,0,0,110,44,383,1,-318,284,186,3,0,67,-1,0,-219,0,-219,-219,-217,0,0,320,320,37,37,1,1,14,300,2,2000
101107675 ,北京华都肉食品公司,孔凡,总经理,大屯,六王坟3号,大屯,六王坟3号,105,112521,5,10,64232228,20,64902986,,100012,猪胴体猪肉,方便食品,,1341,1,110,1,20,1987,7,1,,2,1,1,0,0,0,0,0,13,11,543,23670,37818,0,39277,0,485,-1539,49548,12707,13953,9557,49362,9672,100127,67313,53131,19319,2293,48593,1914,707,161261,72597,35879,108476,52785,28072,26072,0,2000,0,0,0,48590,43280,4672,143,495,-436,5967,8,248,880,357,414,-6265,5515,108,0,997,5,0,4275,4275,599,599,746,4945,5541,40103,889,2000
101107771 ,北京建中印刷厂,王敬华,厂长,,丰台路60号,卢沟桥,中建一局家委会,106,110838,3,10,63811144,3,,,100073,零件印刷,,,2319,1,110,1,10,1980,2,1,,1,0,1,0,0,0,0,0,30,11,17,254,254,0,254,0,17,86,167,0,32,0,3177,0,434,570,570,232,50,306,0,0,601,386,0,386,215,415,415,0,0,0,0,0,254,278,0,16,-40,0,180,0,0,0,0,0,-220,0,-220,-220,-190,0,0,176,176,10,10,14,0,0,182,30,2000
101107827 ,北京友朋实业发展公司,张贵良,经理,华威西,里55号,潘家园,华威西里三,105,111844,2,10,67799009,,67723193,,100026,高频焊管,,,3240,1,110,1,20,1986,7,1,,2,0,1,0,0,1,0,0,30,22,151,3640,5233,0,5277,0,112,1265,34314,3545,479,381,33951,9388,72211,79886,79804,7680,1077,73835,0,0,115913,33141,8908,42049,73864,9432,0,3049,6383,0,0,0,5276,4516,16,23,721,4142,4362,194,0,382,291,291,210,0,182,0,440,73,0,840,840,100,100,235,1029,1233,4203,258,2000
101107931 ,北京双鹤制药装备有限责任公司,杜启贤,董事长,,科学城海鹰路9号,新村,韩庄子第一居委会,106,111015,5,10,67721941,,67721941,,100022,包装设备,,,3628,1,159,9,90,1988,1,1,,1,0,1,0,0,0,0,0,30,23,253,26837,26014,0,25448,0,246,12110,24319,3251,14107,2639,26982,0,12192,14667,14667,8528,2743,6017,89,0,36600,9181,220,9401,27199,17778,0,0,17778,0,0,0,27538,14936,1332,359,10911,1,5922,36,47,426,-18,-18,5008,0,5020,0,7561,0,0,3908,3908,546,546,2182,1825,3609,16086,2541,2000
